,VENTA,BRUTA,CONSUI,AGREGA,CTO,CTOINS,GASTOS,GAS,EMPAQUE,HONORA,COMISION,ARRIENDO,SEGURO,ENERGIA,FLETES,PUBLICI,OTROS,TOTPERSO,PERREMUN,SUELDOS,PRESTAC,TOTREM,INVINI,INVFIN,INVPRO,ROTACION,outlier_label,outlier_score,is_outlier
3796,399464517.0,175142377.7,85594390.17,89547987.5,224322139.3,224322139.3,305550095.0,794.0,625794.6667,615845.3333,135767.3333,17518947.67,271178.6667,5283607.0,5120286.333,4442316.667,8171142.833,1738.0,1274.333333,33256830.33,13195185.0,41876375.16,97839484.0,129395157.7,113617320.8,224322139.3,-1,-0.7497310998593256,True
646,399464517.0,175142377.7,85594390.17,89547987.5,224322139.3,224322139.3,305550095.0,794.0,625794.6667,615845.3333,135767.3333,17518947.67,271178.6667,5283607.0,5120286.333,4442316.667,8171142.833,1738.0,1274.333333,33256830.33,13195185.0,41876375.16,97839484.0,129395157.7,113617320.8,224322139.3,-1,-0.7497310998593256,True
8905,491140365.0,151794762.0,95165045.5,56629716.5,339345603.0,339345603.0,440035529.0,0.0,1541611.0,6147881.0,28321967.0,3604591.0,227972.0,317668.0,16757146.0,30536555.0,1924979.5,452.0,424.0,32335607.0,14081448.0,45150327.44,941434.0,92852.0,517143.0,339345603.0,-1,-0.7477950685604587,True
2834,716157846.0,76941113.0,55051336.5,21889776.5,639216733.0,639216733.0,693301915.0,188.0,416166.0,5647809.0,0.0,6359225.0,940158.0,730061.0,16510532.0,12662891.0,2812183.5,899.0,569.0,28320547.0,8654472.0,36158406.88,124281827.0,202116134.0,163198980.5,639216733.0,-1,-0.7473712154357431,True
7931,538990168.5,201951955.0,189234363.0,12717592.0,337043811.0,337043811.0,533033565.0,0.0,0.0,33767536.0,0.0,1932068.0,700056.0,36235.0,19083519.0,87956097.0,4760574.0,227.0,226.0,41996896.0,17098520.0,57613263.96,48877428.0,87509311.0,68193369.5,337043811.0,-1,-0.7469976588653369,True
5443,768109398.2,210501769.0,59033737.5,151468031.5,557585864.0,557585864.0,617276554.0,0.0,0.0,33405725.0,0.0,338422.0,2056844.0,165407.0,4750333.0,10681776.0,649405.5,249.0,196.0,24083884.0,13215991.0,35627916.4,172865105.0,190237138.0,181551121.5,557585864.0,-1,-0.7461176337718511,True
9059,555474716.0,108686020.0,50461981.5,58224038.5,446788696.0,446788696.0,509626648.0,175129.0,4537770.0,1592200.0,337633.0,20913090.0,285529.0,577616.0,6617548.0,2121395.0,4039376.5,1207.0,1153.0,20919459.0,9316638.0,27548093.44,38734522.0,47444863.0,43089692.5,446788696.0,-1,-0.7453200200511808,True
3629,1083502614.0,96176124.0,39634189.5,56541934.5,987316885.0,987316885.0,1037135674.0,1130.0,6484430.0,3100656.0,156912.0,283486.0,1135774.0,141603.0,10628375.0,14475000.0,2060195.5,147.0,144.0,16521578.0,6740399.0,22656480.08,222754385.0,54097102.0,138425743.5,987316885.0,-1,-0.7440408742403957,True
6135,640031880.7,256409703.0,49434014.0,206975689.0,383624770.0,383624770.0,450645327.0,0.0,5702827.0,16310113.0,0.0,1840479.0,318438.0,32115.0,112670.0,15014960.0,4941820.0,243.0,223.0,35992435.0,12744868.0,46980856.36,79477965.0,105446664.0,92462314.5,383624770.0,-1,-0.7438626339217494,True
6237,1720044661.0,160562509.7,36010202.17,124552307.5,1559482151.0,1559482151.0,1614084425.0,0.0,0.0,341807.3333,0.0,577407.0,133394.0,96770.33333,6717114.333,11861844.33,1279981.167,187.0,167.3333333,17110252.67,6741422.0,23134236.88,232666375.7,253795694.7,243231035.2,1559482151.0,-1,-0.7433942993999695,True
4737,1720044661.0,160562509.7,36010202.17,124552307.5,1559482151.0,1559482151.0,1614084425.0,0.0,0.0,341807.3333,0.0,577407.0,133394.0,96770.33333,6717114.333,11861844.33,1279981.167,187.0,167.3333333,17110252.67,6741422.0,23134236.88,232666375.7,253795694.7,243231035.2,1559482151.0,-1,-0.7433942993999695,True
6087,1720044661.0,160562509.7,36010202.17,124552307.5,1559482151.0,1559482151.0,1614084425.0,0.0,0.0,341807.3333,0.0,577407.0,133394.0,96770.33333,6717114.333,11861844.33,1279981.167,187.0,167.3333333,17110252.67,6741422.0,23134236.88,232666375.7,253795694.7,243231035.2,1559482151.0,-1,-0.7433942993999695,True
4962,472679906.7,285200110.0,149002978.0,136197132.0,187444658.0,187444658.0,350994427.0,0.0,130449.0,58723575.0,0.0,3727491.0,458716.0,57010.0,19180106.0,35380314.0,19402672.0,476.0,297.0,24847853.0,12370415.0,35942292.36,46389653.0,54730615.0,50560134.0,187444658.0,-1,-0.7433464225077518,True
7440,700593406.0,182086300.0,39405333.5,142680966.5,511239386.0,518507106.0,562759351.0,29609.0,0.0,6355946.0,5100507.0,1067992.0,1797274.0,808835.0,7679548.0,5611907.0,4183079.5,395.0,369.0,10759177.0,4763575.0,14836793.32,114027461.0,195213603.0,154620532.0,506805959.1,-1,-0.7431432670422614,True
146,558473361.0,99978361.0,61148117.5,38830243.5,458495000.0,458495000.0,504782653.0,201663.0,2843123.0,1986807.0,2521934.0,7057839.0,532022.0,12657436.0,5049149.0,4102282.0,763305.5,1463.0,411.0,11839308.0,4374528.0,15687244.24,30288569.0,45483158.0,37885863.5,458495000.0,-1,-0.7423229866880229,True
4231,538466025.5,275431400.0,47110930.5,228320469.5,263039641.0,263039641.0,316316648.0,0.0,0.0,12541023.0,0.0,4195475.0,0.0,42000.0,9335292.0,3914094.0,7607285.5,428.0,407.0,48579746.0,22170548.0,68360036.96,114304159.0,177974349.0,146139254.0,263039641.0,-1,-0.7409118448837573,True
6017,1110628738.0,175906138.0,48208897.5,127697240.5,934722600.0,934722600.0,1010080691.0,5832.0,8259.0,4389948.0,0.0,477552.0,831783.0,161116.0,29192073.0,273285.0,11220279.5,156.0,137.0,16747113.0,7239077.0,23149053.28,77337618.0,149515593.0,113426605.5,934722600.0,-1,-0.7397160474903327,True
9470,903885056.0,93431224.67,35190716.83,58240507.83,810452631.0,810453831.3,847853045.3,289543.3333,0.0,1770561.0,155281.6667,3115957.667,431663.0,5443437.0,3300107.333,1105888.667,1251905.833,1074.666667,986.6666667,20932727.33,8273920.0,27961975.41,9561411.333,14064511.0,11812961.17,810452631.0,-1,-0.7371361758876356,True
6148,903885056.0,93431224.67,35190716.83,58240507.83,810452631.0,810453831.3,847853045.3,289543.3333,0.0,1770561.0,155281.6667,3115957.667,431663.0,5443437.0,3300107.333,1105888.667,1251905.833,1074.666667,986.6666667,20932727.33,8273920.0,27961975.41,9561411.333,14064511.0,11812961.17,810452631.0,-1,-0.7371361758876356,True
5654,903885056.0,93431224.67,35190716.83,58240507.83,810452631.0,810453831.3,847853045.3,289543.3333,0.0,1770561.0,155281.6667,3115957.667,431663.0,5443437.0,3300107.333,1105888.667,1251905.833,1074.666667,986.6666667,20932727.33,8273920.0,27961975.41,9561411.333,14064511.0,11812961.17,810452631.0,-1,-0.7371361758876356,True
3688,1018943689.0,155238254.0,25454270.5,129783983.5,826320180.0,863705435.0,903361529.0,140.0,10241.0,2100256.0,1338262.0,6423260.0,656496.0,492941.0,5563354.0,2468601.0,1517083.5,744.0,698.0,29422535.0,10576527.0,38894250.12,26300970.0,84964706.0,55632838.0,826320180.7,-1,-0.7345087725136951,True
6702,3752570512.0,87639614.33,73401545.83,14238068.5,3664930898.0,3664930898.0,3748606017.0,0.666666667,0.0,368944.3333,0.0,1.0,131528.6667,1.0,50417963.67,0.0,2057762.167,9.666666667,9.666666667,1894835.333,844300.3333,2670305.133,116714863.7,220113874.7,168414369.2,3664930898.0,-1,-0.7334052545595824,True
6229,3752570512.0,87639614.33,73401545.83,14238068.5,3664930898.0,3664930898.0,3748606017.0,0.666666667,0.0,368944.3333,0.0,1.0,131528.6667,1.0,50417963.67,0.0,2057762.167,9.666666667,9.666666667,1894835.333,844300.3333,2670305.133,116714863.7,220113874.7,168414369.2,3664930898.0,-1,-0.7334052545595824,True
6242,3752570512.0,87639614.33,73401545.83,14238068.5,3664930898.0,3664930898.0,3748606017.0,0.666666667,0.0,368944.3333,0.0,1.0,131528.6667,1.0,50417963.67,0.0,2057762.167,9.666666667,9.666666667,1894835.333,844300.3333,2670305.133,116714863.7,220113874.7,168414369.2,3664930898.0,-1,-0.7334052545595824,True
5293,412344229.0,132613259.0,64648151.5,67965107.5,279747386.0,279747386.0,346740352.0,142.0,0.0,3291127.0,0.0,19381190.0,880924.0,7507894.0,229378.0,1773168.0,8395978.5,1440.0,983.0,31209596.0,10470158.0,38812209.96,17263275.0,60523759.0,38893517.0,279747386.0,-1,-0.7322674562171709,True
4298,1192524415.0,149769066.0,42482023.0,107287043.0,1042749524.0,1042749524.0,1092385897.0,0.0,228998.0,1786978.0,0.0,2215330.0,378139.0,73587.0,3644580.0,28546099.0,2813371.0,450.0,407.0,20427930.0,6174642.0,25831401.0,77775753.0,144539484.0,111157618.5,1042749524.0,-1,-0.7320178820397195,True
6226,493135902.8,120843926.0,47637251.5,73206674.5,372289215.0,372289215.0,431312264.0,0.0,3341019.0,10640036.0,0.0,1343750.0,327235.0,41785.0,2267377.0,16833090.0,10468550.5,224.0,214.0,31133458.0,15252351.0,44779647.32,89370278.0,71492710.0,80431494.0,372289215.0,-1,-0.7290479743329055,True
6005,1234775069.0,83454288.0,23814732.0,59639556.0,1151325773.0,1151325773.0,1174171357.0,0.0,0.0,1272395.0,6260218.0,2009943.0,1330608.0,193699.0,3902831.0,1325973.0,548127.0,243.0,232.0,19214928.0,8914626.0,27271538.72,87511157.0,141104136.0,114307646.5,1151325773.0,-1,-0.7289038555917335,True
4448,632389134.8,97612886.0,24147338.5,73465547.5,534781823.0,534781823.0,565238290.0,71554.0,959955.0,443180.0,0.0,4626868.0,314106.0,3734610.0,5321102.0,979805.0,3676064.5,1182.0,1149.0,20121935.0,8067644.0,25804672.8,35951532.0,53886045.0,44918788.5,534781823.0,-1,-0.7277134705005402,True
6863,378679162.0,112269603.7,46719031.17,65550572.5,266409558.3,266409558.3,311878800.0,544.0,213557.0,372953.0,18833.66667,6426921.0,5939606.333,6102511.667,1457241.667,2977188.333,4432194.5,1929.666667,1864.333333,25874876.33,10271322.33,29585386.96,54277215.0,59905485.0,57091350.0,266409558.3,-1,-0.7271082018017392,True
714,378679162.0,112269603.7,46719031.17,65550572.5,266409558.3,266409558.3,311878800.0,544.0,213557.0,372953.0,18833.66667,6426921.0,5939606.333,6102511.667,1457241.667,2977188.333,4432194.5,1929.666667,1864.333333,25874876.33,10271322.33,29585386.96,54277215.0,59905485.0,57091350.0,266409558.3,-1,-0.7271082018017392,True
8770,378679162.0,112269603.7,46719031.17,65550572.5,266409558.3,266409558.3,311878800.0,544.0,213557.0,372953.0,18833.66667,6426921.0,5939606.333,6102511.667,1457241.667,2977188.333,4432194.5,1929.666667,1864.333333,25874876.33,10271322.33,29585386.96,54277215.0,59905485.0,57091350.0,266409558.3,-1,-0.7271082018017392,True
3672,782692078.7,126163672.0,34793354.0,91370318.0,644658336.0,655788243.0,698651394.0,18137.0,0.0,751429.0,2591436.0,4739058.0,834720.0,825909.0,1951857.0,2783689.0,5822703.0,687.0,399.0,22084539.0,8774973.0,28398275.08,26893011.0,81269786.0,54081398.5,644658336.2,-1,-0.7243757440213769,True
4190,1076108469.0,226147015.0,41011470.0,185135545.0,849938542.0,849938542.0,907103425.0,0.0,0.0,4076107.0,0.0,930549.0,94806.0,208374.0,2586750.0,14816344.0,10007369.0,42.0,42.0,7542578.0,2237784.0,9501232.8,47167974.0,184313022.0,115740498.0,849938542.0,-1,-0.721293764141357,True
4189,610093250.9,196033479.0,68613446.0,127420033.0,414078709.0,414078709.0,490968194.0,260.0,0.0,13572926.0,0.0,3251725.0,443234.0,5660.0,1309117.0,0.0,5473500.0,221.0,212.0,34512352.0,15168435.0,48134074.56,81527197.0,117244758.0,99385977.5,414078709.0,-1,-0.7212444044828886,True
6081,599452837.1,279755742.0,169201604.5,110554137.5,319624421.0,319624421.0,500879039.0,0.0,0.0,12448830.0,0.0,2284203.0,0.0,151044.0,76673.0,147614055.0,4458177.5,111.0,100.0,24200210.0,7568502.0,30795126.48,30673219.0,64767985.0,47720602.0,319624421.0,-1,-0.7192073551377965,True
116,756169764.0,105256428.0,31829656.0,73426772.0,650913336.0,650913336.0,679603701.0,0.0,0.0,549116.0,594308.0,505095.0,1180198.0,1796346.0,9582454.0,151944.0,2637194.0,522.0,376.0,11277290.0,4233092.0,15128640.08,246571915.0,185089036.0,215830475.5,650913336.0,-1,-0.7186916730880945,True
8691,635302598.0,98838895.0,22322361.5,76516533.5,523488683.0,536463703.0,562292715.0,0.0,0.0,1884245.0,365927.0,1593331.0,1076963.0,829080.0,2787785.0,3577775.0,375101.5,540.0,522.0,23780914.0,9564575.0,32414389.08,143041634.0,435221084.0,289131359.0,523488683.0,-1,-0.718656560254112,True
3932,527220267.0,122878083.0,36512998.5,86365084.5,403636226.0,404342184.0,444280521.0,2015.0,431595.0,1600850.0,90267.0,5247685.0,971728.0,844459.0,10180983.0,57785.0,3537875.5,756.0,673.0,27515626.0,9945455.0,36657102.52,66982446.0,129473034.0,98227740.0,403636226.0,-1,-0.7179519664209771,True
4827,368908171.6,170216348.0,59127453.5,111088894.5,198709722.0,198709722.0,238237040.0,45638.0,1091142.0,1145406.0,0.0,9492211.0,425998.0,2832691.0,2898784.0,5833007.0,3790915.5,682.0,465.0,17731399.0,7762977.0,24867216.72,78163595.0,112527200.0,95345397.5,198709722.0,-1,-0.7176889094188602,True
7888,713485418.0,85399584.0,46088540.0,39311044.0,628085834.0,628085834.0,692895828.0,0.0,173155.0,1344948.0,1976322.0,2156682.0,1886329.0,802583.0,10354525.0,485981.0,19374527.0,392.0,289.0,10812464.0,5609899.0,15995107.08,86150311.0,68658301.0,77404306.0,628085834.0,-1,-0.7169339237914237,True
7385,655029987.1,116590615.0,22657018.5,93933596.5,538429905.0,538429905.0,569046333.0,0.0,40648.0,374537.0,66766.0,7428722.0,1604732.0,1059890.0,6785397.0,464204.0,1666195.5,439.0,429.0,11159150.0,4595323.0,15318463.16,257327525.0,258129216.0,257728370.5,538429905.0,-1,-0.7157336900188381,True
6175,555296517.7,177941494.0,46766866.0,131174628.0,377337980.0,377337980.0,425575506.0,7472.0,0.0,2307628.0,0.0,2691482.0,590394.0,216451.0,8319685.0,6419658.0,1414891.0,334.0,252.0,42239561.0,16577083.0,57410519.88,79026982.0,104174435.0,91600708.5,377337980.0,-1,-0.7144076449348987,True
3676,760215408.0,62321027.0,26315749.5,36005277.5,677755036.0,697894381.0,726863862.0,39992.0,0.0,1431914.0,249368.0,3989516.0,736337.0,807875.0,1308423.0,5876489.0,1713380.5,695.0,649.0,31745079.0,11499715.0,37180327.6,36982415.0,49717073.0,43349744.0,677755036.5,-1,-0.7139178395580033,True
3977,312903869.3,100379161.0,55196276.0,45182885.0,212591980.0,212591980.0,273141129.0,4.0,435381.0,5676293.0,0.0,21957632.0,702962.0,3574138.0,1581459.0,8896272.0,2580857.0,806.0,716.0,15941013.0,6959135.0,21730716.8,100545411.0,96404351.0,98474881.0,212591980.0,-1,-0.713822773931128,True
8785,436910059.0,95328666.0,26389189.0,68939477.0,341581393.0,341581393.0,377748699.0,0.0,195171.0,180994.0,231798.0,8198982.0,589430.0,2639432.0,1543445.0,3732809.0,2290212.0,1590.0,1544.0,23794108.0,9251597.0,31852448.44,84766973.0,88103970.0,86435471.5,341581393.0,-1,-0.7129562100871878,True
3778,2013099601.0,107409149.0,5454481.5,101954667.5,1905725100.0,1905725100.0,1912310611.0,0.0,0.0,1757764.0,0.0,134050.0,1317308.0,44317.0,21157.0,147793.0,866148.5,82.0,81.0,4354458.0,1900132.0,6086168.0,216098657.0,143692940.0,179895798.5,1905725100.0,-1,-0.710611457163782,True
4284,848213489.0,121295129.0,21942693.0,99352436.0,769061296.0,769061296.0,806438606.0,0.0,0.0,2370722.0,0.0,682302.0,3302018.0,295935.0,3585281.0,3332607.0,3718697.0,200.0,182.0,47322585.0,13979223.0,58956099.92,0.0,0.0,0.0,0.0,-1,-0.708850866815,True
3969,272805887.7,123425565.0,56239676.67,67185888.33,149380322.7,149380322.7,198815377.7,2254.333333,226364.0,7658466.0,1044943.667,13864416.67,509725.0,1517408.0,4147793.667,4197449.333,4164157.0,963.3333333,772.3333333,17591230.67,7262306.333,23073581.45,39663503.33,58569829.67,49116666.5,149380322.7,-1,-0.7081425212326811,True
8629,272805887.7,123425565.0,56239676.67,67185888.33,149380322.7,149380322.7,198815377.7,2254.333333,226364.0,7658466.0,1044943.667,13864416.67,509725.0,1517408.0,4147793.667,4197449.333,4164157.0,963.3333333,772.3333333,17591230.67,7262306.333,23073581.45,39663503.33,58569829.67,49116666.5,149380322.7,-1,-0.7081425212326811,True
7422,272805887.7,123425565.0,56239676.67,67185888.33,149380322.7,149380322.7,198815377.7,2254.333333,226364.0,7658466.0,1044943.667,13864416.67,509725.0,1517408.0,4147793.667,4197449.333,4164157.0,963.3333333,772.3333333,17591230.67,7262306.333,23073581.45,39663503.33,58569829.67,49116666.5,149380322.7,-1,-0.7081425212326811,True
3690,680220969.0,104785404.0,29249036.5,75536367.5,569986591.0,575435565.0,606559799.0,3122.0,0.0,2975285.0,90849.0,4713603.0,562081.0,863705.0,1267339.0,4424055.0,3090842.5,519.0,511.0,18328484.0,6183475.0,23979058.48,74629289.0,165054119.0,119841704.0,569986591.0,-1,-0.7044989506643498,True
5984,356133185.3,67623505.0,30378763.5,37244741.5,288514974.0,288514974.0,322235149.0,0.0,0.0,1034956.0,0.0,7149222.0,1506591.0,530030.0,5275059.0,327334.0,3499196.5,749.0,640.0,32757840.0,13635795.0,45057660.0,88128696.0,173749477.0,130939086.5,288514974.0,-1,-0.7037931154773076,True
5651,1163460026.0,45173379.0,17975699.5,27197679.5,1118280625.0,1118280625.0,1143601009.0,0.0,1596039.0,805089.0,0.0,810167.0,874858.0,43502.0,6083115.0,0.0,6815585.5,94.0,87.0,3515370.0,1507328.0,4878549.44,136365397.0,130350346.0,133357871.5,1118280625.0,-1,-0.7026957541013384,True
462,1908688925.0,77971885.0,4105751.0,73866134.0,1830760627.0,1830760627.0,1844207350.0,0.0,0.0,1030326.0,0.0,166899.0,805717.0,11984.0,719045.0,0.0,870636.0,35.0,33.0,4274642.0,1867436.0,5988442.32,217528891.0,177350216.0,197439553.5,1830760627.0,-1,-0.700194359231898,True
5321,389009121.0,130742170.0,71222081.0,59520089.0,253346352.0,258266951.0,325704114.0,0.0,0.0,3765762.0,0.0,336849.0,2913167.0,852616.0,32566991.0,1463081.0,1836295.0,716.0,595.0,20810226.0,9724278.0,29712061.44,15253099.0,11133649.0,13193374.0,253346352.4,-1,-0.6997802003515193,True
3754,398216710.3,128617526.0,50512682.67,78104843.33,269108809.3,269599184.3,328583290.7,1779.333333,0.0,2578284.667,0.0,2020518.333,1669752.333,827585.3333,12448347.0,1304697.0,6836675.333,725.6666667,678.0,19254441.67,8304824.0,26802844.63,9307276.0,6491511.0,7899393.5,269108809.4,-1,-0.6979092673194134,True
7424,398216710.3,128617526.0,50512682.67,78104843.33,269108809.3,269599184.3,328583290.7,1779.333333,0.0,2578284.667,0.0,2020518.333,1669752.333,827585.3333,12448347.0,1304697.0,6836675.333,725.6666667,678.0,19254441.67,8304824.0,26802844.63,9307276.0,6491511.0,7899393.5,269108809.4,-1,-0.6979092673194134,True
6908,398216710.3,128617526.0,50512682.67,78104843.33,269108809.3,269599184.3,328583290.7,1779.333333,0.0,2578284.667,0.0,2020518.333,1669752.333,827585.3333,12448347.0,1304697.0,6836675.333,725.6666667,678.0,19254441.67,8304824.0,26802844.63,9307276.0,6491511.0,7899393.5,269108809.4,-1,-0.6979092673194134,True
4863,472016768.6,166118090.0,28260723.0,137857367.0,305901296.0,305901296.0,334953863.0,0.0,842792.0,7248698.0,0.0,1614750.0,950155.0,3119.0,3626857.0,6379981.0,701326.0,233.0,200.0,26675973.0,11599476.0,37366812.16,53834572.0,94200247.0,74017409.5,305901296.0,-1,-0.6977093848082977,True
6239,208418431.2,154811529.0,109088316.5,45723212.5,52581308.0,53609559.0,164039238.0,0.0,1828511.0,30877606.0,58280143.0,37788.0,26955.0,106449.0,4261235.0,8568128.0,787111.5,397.0,385.0,12777404.0,5522646.0,17827873.64,23465307.0,22739140.0,23102223.5,52581308.04,-1,-0.6974083492627047,True
4834,325405796.7,141630830.0,28665118.0,112965712.0,183769439.0,183769439.0,221963643.0,0.0,1386641.0,4661346.0,0.0,3030772.0,579851.0,430582.0,1805293.0,304778.0,4017850.0,594.0,561.0,30182108.0,12090626.0,41090491.44,88483414.0,83082470.0,85782942.0,183769439.0,-1,-0.6970054946835086,True
6134,383909016.0,102835744.0,31408051.5,71427692.5,281073272.0,281073272.0,317426623.0,0.0,6220984.0,1782777.0,0.0,1279667.0,403296.0,100918.0,4065156.0,11289839.0,2331282.5,185.0,181.0,32453012.0,14290154.0,45161442.76,54777192.0,86719693.0,70748442.5,281073272.0,-1,-0.6958384704284608,True
6042,1515858291.0,71795001.0,8196400.0,63598601.0,1444068644.0,1444068644.0,1453930428.0,0.0,4150819.0,585898.0,0.0,1218751.0,97629.0,23545.0,0.0,0.0,699454.0,103.0,90.0,6393701.0,2099316.0,8259407.88,119285328.0,88296298.0,103790813.0,1444068644.0,-1,-0.6932560621714686,True
6842,536013826.0,80494794.0,22994949.0,57499845.0,448692596.0,455519032.0,483911818.0,19420.0,0.0,701829.0,638246.0,8849912.0,498040.0,1261983.0,1890399.0,5706272.0,500523.0,581.0,546.0,18501449.0,7031887.0,24633149.2,22252095.0,59318884.0,40785489.5,448692596.2,-1,-0.6911320601216421,True
3891,277361138.0,106762528.0,43684695.0,63077833.0,149859274.0,170598610.0,219071397.0,0.0,0.0,18492516.0,57860.0,15150124.0,1462575.0,37468.0,1449052.0,1647980.0,1107308.0,697.0,685.0,24617994.0,9907892.0,32064461.0,18117095.0,29848442.0,23982768.5,149859274.9,-1,-0.6904325666678086,True
5930,316594505.6,126123824.0,39595093.0,86528731.0,190368573.0,190368573.0,229401849.0,0.0,0.0,1954689.0,0.0,10743457.0,208203.0,2313220.0,3259122.0,7490076.0,3341247.0,722.0,702.0,20361124.0,7976088.0,26698699.6,42045233.0,67108416.0,54576824.5,190368573.0,-1,-0.689043513155041,True
5039,848578843.2,63568505.0,23485655.0,40082850.0,785518999.0,785518999.0,812766640.0,0.0,0.0,1043465.0,0.0,835948.0,427940.0,47308.0,0.0,20338748.0,339945.0,114.0,103.0,20158528.0,7068491.0,26187162.2,141582072.0,40793245.0,91187658.5,785518999.0,-1,-0.6887634481235576,True
3760,427421297.0,116945233.7,33439690.5,83505543.17,310470512.3,310476063.3,345136327.7,0.0,164.6666667,2901927.0,2108498.0,356747.6667,472478.0,643407.3333,6932559.667,3488731.667,3865139.833,520.0,434.3333333,14638947.67,6552205.667,20617868.2,63471791.67,103187169.7,83329480.67,310470512.3,-1,-0.6883535337871225,True
8946,427421297.0,116945233.7,33439690.5,83505543.17,310470512.3,310476063.3,345136327.7,0.0,164.6666667,2901927.0,2108498.0,356747.6667,472478.0,643407.3333,6932559.667,3488731.667,3865139.833,520.0,434.3333333,14638947.67,6552205.667,20617868.2,63471791.67,103187169.7,83329480.67,310470512.3,-1,-0.6883535337871225,True
3710,427421297.0,116945233.7,33439690.5,83505543.17,310470512.3,310476063.3,345136327.7,0.0,164.6666667,2901927.0,2108498.0,356747.6667,472478.0,643407.3333,6932559.667,3488731.667,3865139.833,520.0,434.3333333,14638947.67,6552205.667,20617868.2,63471791.67,103187169.7,83329480.67,310470512.3,-1,-0.6883535337871225,True
8223,348575930.0,93130575.0,23396555.0,69734020.0,255445355.0,255445355.0,286016468.0,114.0,33330.0,1332918.0,39714.0,6061286.0,736258.0,571800.0,7243492.0,505325.0,3605548.0,824.0,803.0,22094971.0,9902199.0,26217099.68,80697126.0,105138362.0,92917744.0,255445355.0,-1,-0.6876072193868563,True
3914,487847360.2,97708001.0,19134541.5,78573459.5,390148458.0,390148458.0,409860282.0,258.0,426065.0,1734981.0,0.0,355489.0,1858547.0,597292.0,6175350.0,586948.0,1709381.5,470.0,457.0,17759829.0,8262060.0,25075719.72,89134377.0,115037189.0,102085783.0,390148458.0,-1,-0.6871709999597283,True
7230,867089926.4,145825951.0,14409730.5,131416220.5,721272952.0,721272952.0,737433650.0,10635.0,0.0,2687703.0,0.0,295632.0,0.0,424931.0,9035265.0,0.0,63545.5,216.0,172.0,3416711.0,1789325.0,5023361.0,79758256.0,160229652.0,119993954.0,721272952.0,-1,-0.6866190467320741,True
5616,408891555.4,136898049.0,46498331.0,90399718.0,272055466.0,272055466.0,323292720.0,0.0,0.0,1692934.0,223579.0,6992766.0,3071556.0,703602.0,1830884.0,983485.0,2466390.0,706.0,619.0,17492451.0,7518373.0,24456616.24,8001009.0,10700134.0,9350571.5,272055466.0,-1,-0.6844165293781493,True
7690,389617451.0,194612127.0,112347812.5,82264314.5,195005324.0,195005324.0,307839363.0,0.0,0.0,1604800.0,0.0,7301895.0,1116953.0,156226.0,962858.0,87023358.0,2661622.5,230.0,77.0,6525189.0,1869100.0,8177615.2,80893965.0,103652960.0,92273462.5,195005324.0,-1,-0.6834733093254011,True
6139,491138994.8,156141259.0,29839443.5,126301815.5,334976539.0,334976539.0,380860942.0,0.0,312722.0,1607488.0,0.0,29595.0,344829.0,1.0,2434933.0,14201186.0,9763365.5,163.0,155.0,13020343.0,5065023.0,17606094.24,91060673.0,104728396.0,97894534.5,334976539.0,-1,-0.6813292254736809,True
1011,480876649.0,93536652.0,33206941.0,60329711.0,387339997.0,387339997.0,415090585.0,35.0,949158.0,4599656.0,0.0,3295468.0,1508517.0,783244.0,10416306.0,1198751.0,1064363.0,423.0,173.0,7345586.0,3348843.0,10296536.88,55041517.0,82921167.0,68981342.0,387339997.0,-1,-0.6805267761996672,True
5934,687765010.0,79727112.0,12867428.0,66859684.0,607357358.0,608037898.0,627015748.0,4283.0,0.0,5017898.0,456364.0,1419036.0,6658.0,85955.0,657381.0,208845.0,2146913.0,162.0,94.0,5001250.0,1768183.0,6585063.16,423998541.0,136042236.0,280020388.5,607357358.0,-1,-0.6796153620946062,True
8688,390169744.0,70831994.0,22894410.0,47937584.0,318748034.0,319337750.0,351555425.0,9509.0,0.0,4550847.0,753828.0,4536626.0,1211774.0,603127.0,537809.0,3321927.0,4019477.0,505.0,495.0,16372602.0,8024723.0,23838713.08,25332089.0,54853849.0,40092969.0,318748034.0,-1,-0.6787094083085596,True
4275,354644945.5,147315618.0,41477095.5,105838522.5,207323507.0,207323507.0,249386537.0,0.0,725438.0,2248232.0,0.0,5405939.0,462915.0,181608.0,13355576.0,9626585.0,1005395.5,445.0,336.0,15515656.0,7163247.0,22169996.76,37548486.0,59724953.0,48636719.5,207323507.0,-1,-0.6772825342884767,True
3893,249000681.0,36603104.0,21810184.5,14792919.5,212397577.0,212397577.0,237463933.0,3298.0,1092578.0,32403.0,0.0,11378628.0,13478.0,2481623.0,3267551.0,123921.0,634196.5,1345.0,1325.0,18428486.0,8188869.0,25968777.48,24458987.0,18601257.0,21530122.0,212397577.0,-1,-0.6758055625820716,True
4405,262615809.0,85582953.0,34680253.0,50902700.0,177032856.0,177032856.0,220471297.0,0.0,472254.0,4701506.0,0.0,50566.0,747150.0,52700.0,1636428.0,14835182.0,8645975.0,242.0,232.0,27496981.0,13635228.0,39988813.96,38810349.0,52528574.0,45669461.5,177032856.0,-1,-0.6753667410897909,True
