No,Water Meter ID,Reading ID,Reading Value,Reading Date,Previous Reading Value,Previous Reading Date,Reading Frequency,Reader ID,Type of Contract,Reading Validity,Certification on the ERP,Final Billing,Reason for Reading
204,IT-WM-200,READ-204,234.56,01/08/2024,222.34,01/07/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
205,IT-WM-201,READ-205,456.78,02/08/2024,444.56,02/07/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
206,IT-WM-202,READ-206,678.9,03/08/2024,656.78,03/07/2024,Monthly,READER-02,Residential,Valid,Yes,678.9,Routine
207,IT-WM-203,READ-207,890.12,04/08/2024,878.9,04/07/2024,Monthly,READER-04,Commercial,Valid,Yes,890.12,Routine
208,IT-WM-204,READ-208,123.45,05/08/2024,111.23,05/07/2024,Bimonthly,READER-01,Industrial,Valid,Yes,123.45,Routine
209,IT-WM-205,READ-209,234.56,06/08/2024,222.34,06/07/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
210,IT-WM-206,READ-210,456.78,07/08/2024,444.56,07/07/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
211,IT-WM-207,READ-211,678.9,08/08/2024,656.78,08/07/2024,Monthly,READER-02,Residential,Valid,Yes,678.9,Routine
212,IT-WM-208,READ-212,890.12,09/08/2024,878.9,09/07/2024,Monthly,READER-04,Commercial,Valid,Yes,890.12,Routine
213,IT-WM-209,READ-213,123.45,10/08/2024,111.23,10/07/2024,Bimonthly,READER-01,Industrial,Valid,Yes,123.45,Routine
214,IT-WM-210,READ-214,234.56,11/08/2024,222.34,11/07/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
215,IT-WM-211,READ-215,456.78,12/08/2024,444.56,12/07/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
216,IT-WM-212,READ-216,678.9,13/08/2024,656.78,13/07/2024,Monthly,READER-02,Residential,Valid,Yes,678.9,Routine
217,IT-WM-213,READ-217,890.12,14/08/2024,878.9,14/07/2024,Monthly,READER-04,Commercial,Valid,Yes,890.12,Routine
218,IT-WM-214,READ-218,123.45,15/08/2024,111.23,15/07/2024,Bimonthly,READER-01,Industrial,Valid,Yes,123.45,Routine
219,IT-WM-215,READ-219,234.56,16/08/2024,222.34,16/07/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
220,IT-WM-216,READ-220,456.78,17/08/2024,444.56,17/07/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
221,IT-WM-217,READ-221,678.9,18/08/2024,656.78,18/07/2024,Monthly,READER-02,Residential,Valid,Yes,678.9,Routine
222,IT-WM-218,READ-222,890.12,19/08/2024,878.9,19/07/2024,Monthly,READER-04,Commercial,Valid,Yes,890.12,Routine
223,IT-WM-219,READ-223,123.45,20/08/2024,111.23,20/07/2024,Bimonthly,READER-01,Industrial,Valid,Yes,123.45,Routine
224,IT-WM-220,READ-224,234.56,21/08/2024,222.34,21/07/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
225,IT-WM-221,READ-225,456.78,22/08/2024,444.56,22/07/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
226,IT-WM-222,READ-226,678.9,23/08/2024,656.78,23/07/2024,Monthly,READER-02,Residential,Valid,Yes,678.9,Routine
227,IT-WM-223,READ-227,890.12,24/08/2024,878.9,24/07/2024,Monthly,READER-04,Commercial,Valid,Yes,890.12,Routine
228,IT-WM-224,READ-228,123.45,25/08/2024,111.23,25/07/2024,Bimonthly,READER-01,Industrial,Valid,Yes,123.45,Routine
229,IT-WM-225,READ-229,234.56,26/08/2024,222.34,26/07/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
230,IT-WM-226,READ-230,456.78,27/08/2024,444.56,27/07/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
231,IT-WM-227,READ-231,678.9,28/08/2024,656.78,28/07/2024,Monthly,READER-02,Residential,Valid,Yes,678.9,Routine
232,IT-WM-228,READ-232,890.12,29/08/2024,878.9,29/07/2024,Monthly,READER-04,Commercial,Valid,Yes,890.12,Routine
233,IT-WM-229,READ-233,123.45,30/08/2024,111.23,30/07/2024,Bimonthly,READER-01,Industrial,Valid,Yes,123.45,Routine
234,IT-WM-230,READ-234,234.56,31/08/2024,222.34,31/07/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
235,IT-WM-231,READ-235,456.78,01/09/2024,444.56,01/08/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
236,IT-WM-232,READ-236,678.9,02/09/2024,656.78,02/08/2024,Monthly,READER-02,Residential,Valid,Yes,678.9,Routine
237,IT-WM-233,READ-237,890.12,03/09/2024,878.9,03/08/2024,Monthly,READER-04,Commercial,Valid,Yes,890.12,Routine
238,IT-WM-234,READ-238,123.45,04/09/2024,111.23,04/08/2024,Bimonthly,READER-01,Industrial,Valid,Yes,123.45,Routine
239,IT-WM-235,READ-239,234.56,05/09/2024,222.34,05/08/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
240,IT-WM-236,READ-240,456.78,06/09/2024,444.56,06/08/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
241,IT-WM-237,READ-241,678.9,07/09/2024,656.78,07/08/2024,Monthly,READER-02,Residential,Valid,Yes,678.9,Routine
242,IT-WM-238,READ-242,890.12,08/09/2024,878.9,08/08/2024,Monthly,READER-04,Commercial,Valid,Yes,890.12,Routine
243,IT-WM-239,READ-243,123.45,09/09/2024,111.23,09/08/2024,Bimonthly,READER-01,Industrial,Valid,Yes,123.45,Routine
244,IT-WM-240,READ-244,234.56,10/09/2024,222.34,10/08/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
245,IT-WM-241,READ-245,456.78,11/09/2024,444.56,11/08/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
246,IT-WM-242,READ-246,678.9,12/09/2024,656.78,12/08/2024,Monthly,READER-02,Residential,Valid,Yes,678.9,Routine
247,IT-WM-243,READ-247,890.12,13/09/2024,878.9,13/08/2024,Monthly,READER-04,Commercial,Valid,Yes,890.12,Routine
248,IT-WM-244,READ-248,123.45,14/09/2024,111.23,14/08/2024,Bimonthly,READER-01,Industrial,Valid,Yes,123.45,Routine
249,IT-WM-245,READ-249,234.56,15/09/2024,222.34,15/08/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
250,IT-WM-246,READ-250,456.78,16/09/2024,444.56,16/08/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
250,IT-WM-246,READ-250,456.78,16/09/2024,444.56,16/08/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
251,IT-WM-247,READ-251,678.9,17/09/2024,656.78,17/08/2024,MONTHLY,READER-02,residental,Valid,1,678.9,rutina
252,IT-WM-248,READ-252,890.12,18/09/2024,878.9,18/08/2024,Monthly,READER-04,Comercial,Valid,y,890.12,ROUTINA
253,IT-WM-249,READ-253,,19/09/2024,111.23,19/08/2024,Bimestral,READER-01,INDUSTRIAL,Invalid,NO,,Falta lectura
254,IT-WM-250,READ-254,234.56,20/09/2024,222.34,,Monthly,READER-03,Residencial,Valid,Si,234.56,Routine
255,IT-WM-251,READ-255,456.78,21/09/2024,444.56,21/08/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
256,IT-WM-252,READ-256,-25.75,22/09/2024,45.3,22/08/2024,Monthly,READER-02,Residential,Invalid,0,0.0,Error medidor
257,IT-WM-253,READ-257,678.9,23/09/2024,656.78,23/08/2024,Monthly,READER-04,Commercial,Valid,Yes,678.9,Routine
258,IT-WM-254,READ-258,890.12,24/09/2024,878.9,24/08/2024,Monthly,READER-01,Industrial,Valid,Yes,890.12,Routine
259,IT-WM-255,READ-259,123.45,25/09/2024,111.23,25/08/2024,Bimonthly,READER-03,Residential,Valid,Yes,123.45,Routine
260,IT-WM-256,READ-260,234.56,26/09/2024,222.34,26/08/2024,Monthly,READER-05,Residential,Valid,Yes,234.56,Routine
261,IT-WM-257,READ-261,456.78,27/09/2024,444.56,27/08/2024,Monthly,READER-02,Residential,Valid,Yes,456.78,Routine
262,IT-WM-258,READ-262,678.9,28/09/2024,656.78,28/08/2024,Monthly,READER-04,Commercial,Valid,Yes,678.9,Routine
263,IT-WM-259,READ-263,890.12,29/09/2024,878.9,29/08/2024,Monthly,READER-01,Industrial,Valid,Yes,890.12,Routine
264,IT-WM-260,READ-264,123.45,30/09/2024,111.23,30/08/2024,Bimonthly,READER-03,Residential,Valid,Yes,123.45,Routine
265,IT-WM-261,READ-265,234.56,01/10/2024,222.34,01/09/2024,Monthly,READER-05,Residential,Valid,Yes,234.56,Routine
266,IT-WM-262,READ-266,456.78,02/10/2024,444.56,02/09/2024,Monthly,READER-02,Residential,Valid,Yes,456.78,Routine
267,IT-WM-263,READ-267,678.9,03/10/2024,656.78,03/09/2024,Monthly,READER-04,Commercial,Valid,Yes,678.9,Routine
268,IT-WM-264,READ-268,890.12,04/10/2024,878.9,04/09/2024,Monthly,READER-01,Industrial,Valid,Yes,890.12,Routine
269,IT-WM-265,READ-269,123.45,05/10/2024,111.23,05/09/2024,Bimonthly,READER-03,Residential,Valid,Yes,123.45,Routine
270,IT-WM-266,READ-270,234.56,06/10/2024,222.34,06/09/2024,Monthly,READER-05,Residential,Valid,Yes,234.56,Routine
271,IT-WM-267,READ-271,456.78,07/10/2024,444.56,07/09/2024,Monthly,READER-02,Residential,Valid,Yes,456.78,Routine
272,IT-WM-268,READ-272,678.9,08/10/2024,656.78,08/09/2024,Monthly,READER-04,Commercial,Valid,Yes,678.9,Routine
273,IT-WM-269,READ-273,890.12,09/10/2024,878.9,09/09/2024,Monthly,READER-01,Industrial,Valid,Yes,890.12,Routine
274,IT-WM-270,READ-274,123.45,10/10/2024,111.23,10/09/2024,Bimonthly,READER-03,Residential,Valid,Yes,123.45,Routine
275,IT-WM-271,READ-275,234.56,11/10/2024,222.34,11/09/2024,Monthly,READER-05,Residential,Valid,Yes,234.56,Routine
276,IT-WM-272,READ-276,456.78,12/10/2024,444.56,12/09/2024,Monthly,READER-02,Residential,Valid,Yes,456.78,Routine
277,IT-WM-273,READ-277,678.9,13/10/2024,656.78,13/09/2024,Monthly,READER-04,Commercial,Valid,Yes,678.9,Routine
278,IT-WM-274,READ-278,890.12,14/10/2024,878.9,14/09/2024,Monthly,READER-01,Industrial,Valid,Yes,890.12,Routine
279,IT-WM-275,READ-279,123.45,15/10/2024,111.23,15/09/2024,Bimonthly,READER-03,Residential,Valid,Yes,123.45,Routine
280,IT-WM-276,READ-280,234.56,16/10/2024,222.34,16/09/2024,Monthly,READER-05,Residential,Valid,Yes,234.56,Routine
281,IT-WM-277,READ-281,456.78,17/10/2024,444.56,17/09/2024,Monthly,READER-02,Residential,Valid,Yes,456.78,Routine
282,IT-WM-278,READ-282,678.9,18/10/2024,656.78,18/09/2024,Monthly,READER-04,Commercial,Valid,Yes,678.9,Routine
283,IT-WM-279,READ-283,890.12,19/10/2024,878.9,19/09/2024,Monthly,READER-01,Industrial,Valid,Yes,890.12,Routine
284,IT-WM-280,READ-284,123.45,20/10/2024,111.23,20/09/2024,Bimonthly,READER-03,Residential,Valid,Yes,123.45,Routine
285,IT-WM-281,READ-285,234.56,21/10/2024,222.34,21/09/2024,Monthly,READER-05,Residential,Valid,Yes,234.56,Routine
286,IT-WM-282,READ-286,456.78,22/10/2024,444.56,22/09/2024,Monthly,READER-02,Residential,Valid,Yes,456.78,Routine
287,IT-WM-283,READ-287,678.9,23/10/2024,656.78,23/09/2024,Monthly,READER-04,Commercial,Valid,Yes,678.9,Routine
288,IT-WM-284,READ-288,890.12,24/10/2024,878.9,24/09/2024,Monthly,READER-01,Industrial,Valid,Yes,890.12,Routine
289,IT-WM-285,READ-289,123.45,25/10/2024,111.23,25/09/2024,Bimonthly,READER-03,Residential,Valid,Yes,123.45,Routine
290,IT-WM-286,READ-290,234.56,26/10/2024,222.34,26/09/2024,Monthly,READER-05,Residential,Valid,Yes,234.56,Routine
291,IT-WM-287,READ-291,456.78,27/10/2024,444.56,27/09/2024,Monthly,READER-02,Residential,Valid,Yes,456.78,Routine
292,IT-WM-288,READ-292,678.9,28/10/2024,656.78,28/09/2024,Monthly,READER-04,Commercial,Valid,Yes,678.9,Routine
293,IT-WM-289,READ-293,890.12,29/10/2024,878.9,29/09/2024,Monthly,READER-01,Industrial,Valid,Yes,890.12,Routine
294,IT-WM-290,READ-294,123.45,30/10/2024,111.23,30/09/2024,Bimonthly,READER-03,Residential,Valid,Yes,123.45,Routine
295,IT-WM-291,READ-295,234.56,31/10/2024,222.34,31/09/2024,Monthly,READER-05,Residential,Valid,Yes,234.56,Routine
296,IT-WM-292,READ-296,456.78,01/11/2024,444.56,01/10/2024,Monthly,READER-02,Residential,Valid,Yes,456.78,Routine
297,IT-WM-293,READ-297,678.9,02/11/2024,656.78,02/10/2024,Monthly,READER-04,Commercial,Valid,Yes,678.9,Routine
298,IT-WM-294,READ-298,890.12,03/11/2024,878.9,03/10/2024,Monthly,READER-01,Industrial,Valid,Yes,890.12,Routine
299,IT-WM-295,READ-299,123.45,04/11/2024,111.23,04/10/2024,Bimonthly,READER-03,Residential,Valid,Yes,123.45,Routine
300,IT-WM-296,READ-300,234.56,05/11/2024,222.34,05/10/2024,Monthly,READER-05,Residential,Valid,Yes,234.56,Routine
301,IT-WM-297,LECT-301,145.50,15/01/2024,120.30,15/12/2023,Mensual,LECTOR-01,Residencial,Válido,Sí,125.40,Rutina
302,IT-WM-298,LECT-302,89.75,16/01/2024,75.20,16/12/2023,Mensual,LECTOR-02,Comercial,Válido,Si,89.75,Rutina
303,IT-WM-299,LECT-303,,17/01/2024,210.45,17/12/2023,Mensual,LECTOR-03,Industrial,Inválido,No,0.00,Falta
304,IT-WM-300,LECT-304,320.10,18/01/2024,295.80,18/12/2023,Bimestral,LECTOR-01,Residencial,Válido,Sí,156.30,Rutina
305,IT-WM-301,LECT-305,170.25,15/02/2024,145.50,15/01/2024,Mensual,LECTOR-02,Residencial,Válido,SI,145.50,Rutina
306,IT-WM-302,LECT-306,55.30,19/01/2024,,,Mensual,LECTOR-04,Residencial,Válido,No,55.30,Primera Lectura
307,IT-WM-303,LECT-307,478.90,20/01/2024,450.25,20/11/2023,Bimestral,LECTOR-03,Comercial,Válido,Yes,125.45,Rutina
308,IT-WM-304,LECT-308,123.45,21/01/2024,110.75,21/12/2023,Mensual,LECTOR-01,Residencial,Válido,Y,98.70,Rutina
309,IT-WM-305,LECT-309,987.65,22/01/2024,890.40,22/12/2023,Mensual,LECTOR-05,Industrial,Sospechoso,Yes,450.80,Fuga Sospechada
310,IT-WM-306,LECT-310,95.20,16/02/2024,89.75,16/01/2024,Mensual,LECTOR-02,Comercial,Válido,Yes,95.20,Rutina
311,IT-WM-307,LECT-311,67.80,23/01/2024,45.30,23/12/2023,Mensual,LECTOR-04,Residencial,Válido,NO,67.80,Alto Consumo
312,IT-WM-308,LECT-312,234.56,24/01/2024,215.90,24/12/2023,Mensual,LECTOR-01,Residencial,Válido,Yes,98.25,Rutina
313,IT-WM-309,LECT-313,0.00,25/01/2024,0.00,25/12/2023,Mensual,LECTOR-03,Comercial,Válido,Yes,0.00,Consumo Cero
314,IT-WM-310,LECT-314,456.78,26/01/2024,420.15,26/12/2023,Bimestral,LECTOR-05,Industrial,Válido,Yes,165.42,Rutina
315,IT-WM-311,LECT-315,345.60,18/02/2024,320.10,18/01/2024,Bimestral,LECTOR-01,Residencial,Válido,Si,123.15,Rutina
316,IT-WM-312,LECT-316,78.90,27/01/2024,65.45,27/12/2023,Mensual,LECTOR-02,Residencial,Válido,Yes,78.90,Rutina
317,IT-WM-313,LECT-317,1234.56,28/01/2024,1150.20,28/12/2023,Mensual,LECTOR-04,Industrial,Válido,Y,450.67,Rutina
318,IT-WM-314,LECT-318,9999.99,29/01/2024,150.75,29/12/2023,Mensual,LECTOR-03,Residencial,Inválido,Yes,0.00,Falla Medidor
319,IT-WM-315,LECT-319,89.45,30/01/2024,78.90,30/12/2023,Mensual,LECTOR-01,Residencial,Válido,Yes,89.45,Rutina
320,IT-WM-316,LECT-320,567.89,31/01/2024,510.25,31/12/2023,Mensual,LECTOR-05,Comercial,Válido,Yes,234.56,Rutina
321,IT-WM-317,LECT-321,123.00,01/02/2024,115.80,01/01/2024,Mensual,LECTOR-02,Residencial,Válido,Yes,123.00,Rutina
322,IT-WM-318,LECT-322,789.01,02/02/2024,745.60,02/01/2024,Bimestral,LECTOR-04,Industrial,Válido,Yes,198.75,Rutina
323,IT-WM-319,LECT-323,234.00,03/02/2024,210.45,03/01/2024,Mensual,LECTOR-01,Residencial,Válido,Yes,234.00,Rutina
324,IT-WM-320,LECT-324,250.75,17/02/2024,210.45,17/12/2023,Mensual,LECTOR-03,Industrial,Válido,Yes,178.90,Estimado
325,IT-WM-321,LECT-325,456.23,04/02/2024,430.10,04/01/2024,Mensual,LECTOR-05,Comercial,Válido,Yes,456.23,Rutina
326,IT-WM-322,LECT-326,0.00,05/02/2024,0.00,05/01/2024,Mensual,LECTOR-02,Residencial,Válido,Yes,0.00,Propiedad Vacante
327,IT-WM-323,LECT-327,678.34,06/02/2024,645.20,06/01/2024,Mensual,LECTOR-04,Industrial,Válido,Yes,678.34,Rutina
328,IT-WM-324,LECT-328,890.12,07/02/2024,856.78,07/01/2024,Bimestral,LECTOR-01,Comercial,Válido,Yes,890.12,Rutina
329,IT-WM-325,LECT-329,123.78,08/02/2024,115.45,08/01/2024,Mensual,LECTOR-03,Residencial,Válido,Yes,123.78,Rutina
330,IT-WM-326,LECT-330,345.67,09/02/2024,320.89,09/01/2024,Mensual,LECTOR-05,Residencial,Válido,Yes,345.67,Rutina
331,IT-WM-327,LECT-331,567.89,10/02/2024,534.12,10/01/2024,Mensual,LECTOR-02,Comercial,Válido,Yes,567.89,Rutina
332,IT-WM-328,LECT-332,789.01,11/02/2024,756.34,11/01/2024,Mensual,LECTOR-04,Industrial,Válido,Yes,789.01,Rutina
333,IT-WM-329,LECT-333,901.23,12/02/2024,867.45,12/01/2024,Bimestral,LECTOR-01,Residencial,Válido,Yes,901.23,Rutina
334,IT-WM-330,LECT-334,234.56,13/02/2024,223.78,13/01/2024,Mensual,LECTOR-03,Residencial,Válido,Yes,234.56,Rutina
335,IT-WM-331,LECT-335,456.78,14/02/2024,445.67,14/01/2024,Mensual,LECTOR-05,Comercial,Válido,Yes,456.78,Rutina
336,IT-WM-332,LECT-336,678.90,15/02/2024,667.89,15/01/2024,Mensual,LECTOR-02,Industrial,Válido,Yes,678.90,Rutina
337,IT-WM-333,LECT-337,890.12,16/02/2024,889.01,16/01/2024,Mensual,LECTOR-04,Residencial,Válido,Yes,890.12,Rutina
338,IT-WM-334,LECT-338,123.45,17/02/2024,111.23,17/01/2024,Bimestral,LECTOR-01,Residencial,Válido,Yes,123.45,Rutina
339,IT-WM-335,LECT-339,345.67,18/02/2024,333.45,18/01/2024,Mensual,LECTOR-03,Comercial,Válido,Yes,345.67,Rutina
340,IT-WM-336,LECT-340,567.89,19/02/2024,555.67,19/01/2024,Mensual,LECTOR-05,Industrial,Válido,Yes,567.89,Rutina
341,IT-WM-337,LECT-341,789.01,20/02/2024,777.89,20/01/2024,Mensual,LECTOR-02,Residencial,Válido,Yes,789.01,Rutina
342,IT-WM-338,LECT-342,901.23,21/02/2024,899.01,21/01/2024,Mensual,LECTOR-04,Residencial,Válido,Yes,901.23,Rutina
343,IT-WM-339,LECT-343,123.45,22/02/2024,111.23,22/01/2024,Bimestral,LECTOR-01,Comercial,Válido,Yes,123.45,Rutina
344,IT-WM-340,LECT-344,234.56,23/02/2024,222.34,23/01/2024,Mensual,LECTOR-03,Industrial,Válido,Yes,234.56,Rutina
345,IT-WM-341,LECT-345,456.78,24/02/2024,444.56,24/01/2024,Mensual,LECTOR-05,Residencial,Válido,Yes,456.78,Rutina
346,IT-WM-342,LECT-346,678.90,25/02/2024,666.78,25/01/2024,Mensual,LECTOR-02,Residencial,Válido,Yes,678.90,Rutina
347,IT-WM-343,LECT-347,890.12,26/02/2024,888.90,26/01/2024,Mensual,LECTOR-04,Comercial,Válido,Yes,890.12,Rutina
348,IT-WM-344,LECT-348,123.45,27/02/2024,111.23,27/01/2024,Bimestral,LECTOR-01,Industrial,Válido,Yes,123.45,Rutina
349,IT-WM-345,LECT-349,234.56,28/02/2024,222.34,28/01/2024,Mensual,LECTOR-03,Residencial,Válido,Yes,234.56,Rutina
350,IT-WM-346,LECT-350,456.78,29/02/2024,444.56,29/01/2024,Mensual,LECTOR-05,Residencial,Válido,Yes,456.78,Rutina
351,IT-WM-347,LETT-351,145.50,15/01/2024,120.30,15/12/2023,Mensile,LETTORE-01,Residenziale,Valido,Si,125.40,Routine
352,IT-WM-348,LETT-352,89.75,16/01/2024,75.20,16/12/2023,Mensile,LETTORE-02,Commerciale,Valido,Sì,89.75,Routine
353,IT-WM-349,LETT-353,,17/01/2024,210.45,17/12/2023,Mensile,LETTORE-03,Industriale,Non Valido,No,0.00,Mancata
354,IT-WM-350,LETT-354,320.10,18/01/2024,295.80,18/12/2023,Bimestrale,LETTORE-01,Residenziale,Valido,Si,156.30,Routine
355,IT-WM-351,LETT-355,170.25,15/02/2024,145.50,15/01/2024,Mensile,LETTORE-02,Residenziale,Valido,SI,145.50,Routine
356,IT-WM-352,LETT-356,55.30,19/01/2024,,,Mensile,LETTORE-04,Residenziale,Valido,No,55.30,Prima Lettura
357,IT-WM-353,LETT-357,478.90,20/01/2024,450.25,20/11/2023,Bimestrale,LETTORE-03,Commerciale,Valido,Yes,125.45,Routine
358,IT-WM-354,LETT-358,123.45,21/01/2024,110.75,21/12/2023,Mensile,LETTORE-01,Residenziale,Valido,Y,98.70,Routine
359,IT-WM-355,LETT-359,987.65,22/01/2024,890.40,22/12/2023,Mensile,LETTORE-05,Industriale,Sospetto,Yes,450.80,Perdita Sospetta
360,IT-WM-356,LETT-360,95.20,16/02/2024,89.75,16/01/2024,Mensile,LETTORE-02,Commerciale,Valido,Yes,95.20,Routine
361,IT-WM-357,LETT-361,67.80,23/01/2024,45.30,23/12/2023,Mensile,LETTORE-04,Residenziale,Valido,NO,67.80,Consumo Elevato
362,IT-WM-358,LETT-362,234.56,24/01/2024,215.90,24/12/2023,Mensile,LETTORE-01,Residenziale,Valido,Yes,98.25,Routine
363,IT-WM-359,LETT-363,0.00,25/01/2024,0.00,25/12/2023,Mensile,LETTORE-03,Commerciale,Valido,Yes,0.00,Consumo Zero
364,IT-WM-360,LETT-364,456.78,26/01/2024,420.15,26/12/2023,Bimestrale,LETTORE-05,Industriale,Valido,Yes,165.42,Routine
365,IT-WM-361,LETT-365,345.60,18/02/2024,320.10,18/01/2024,Bimestrale,LETTORE-01,Residenziale,Valido,Si,123.15,Routine
366,IT-WM-362,LETT-366,78.90,27/01/2024,65.45,27/12/2023,Mensile,LETTORE-02,Residenziale,Valido,Yes,78.90,Routine
367,IT-WM-363,LETT-367,1234.56,28/01/2024,1150.20,28/12/2023,Mensile,LETTORE-04,Industriale,Valido,Y,450.67,Routine
368,IT-WM-364,LETT-368,9999.99,29/01/2024,150.75,29/12/2023,Mensile,LETTORE-03,Residenziale,Non Valido,Yes,0.00,Guasto Contatore
369,IT-WM-365,LETT-369,89.45,30/01/2024,78.90,30/12/2023,Mensile,LETTORE-01,Residenziale,Valido,Yes,89.45,Routine
370,IT-WM-366,LETT-370,567.89,31/01/2024,510.25,31/12/2023,Mensile,LETTORE-05,Commerciale,Valido,Yes,234.56,Routine
371,IT-WM-367,LETT-371,123.00,01/02/2024,115.80,01/01/2024,Mensile,LETTORE-02,Residenziale,Valido,Yes,123.00,Routine
372,IT-WM-368,LETT-372,789.01,02/02/2024,745.60,02/01/2024,Bimestrale,LETTORE-04,Industriale,Valido,Yes,198.75,Routine
373,IT-WM-369,LETT-373,234.00,03/02/2024,210.45,03/01/2024,Mensile,LETTORE-01,Residenziale,Valido,Yes,234.00,Routine
374,IT-WM-370,LETT-374,250.75,17/02/2024,210.45,17/12/2023,Mensile,LETTORE-03,Industriale,Valido,Yes,178.90,Stimato
375,IT-WM-371,LETT-375,456.23,04/02/2024,430.10,04/01/2024,Mensile,LETTORE-05,Commerciale,Valido,Yes,456.23,Routine
376,IT-WM-372,LETT-376,0.00,05/02/2024,0.00,05/01/2024,Mensile,LETTORE-02,Residenziale,Valido,Yes,0.00,Immobile Vuoto
377,IT-WM-373,LETT-377,678.34,06/02/2024,645.20,06/01/2024,Mensile,LETTORE-04,Industriale,Valido,Yes,678.34,Routine
378,IT-WM-374,LETT-378,890.12,07/02/2024,856.78,07/01/2024,Bimestrale,LETTORE-01,Commerciale,Valido,Yes,890.12,Routine
379,IT-WM-375,LETT-379,123.78,08/02/2024,115.45,08/01/2024,Mensile,LETTORE-03,Residenziale,Valido,Yes,123.78,Routine
380,IT-WM-376,LETT-380,345.67,09/02/2024,320.89,09/01/2024,Mensile,LETTORE-05,Residenziale,Valido,Yes,345.67,Routine
381,IT-WM-377,LETT-381,567.89,10/02/2024,534.12,10/01/2024,Mensile,LETTORE-02,Commerciale,Valido,Yes,567.89,Routine
382,IT-WM-378,LETT-382,789.01,11/02/2024,756.34,11/01/2024,Mensile,LETTORE-04,Industriale,Valido,Yes,789.01,Routine
383,IT-WM-379,LETT-383,901.23,12/02/2024,867.45,12/01/2024,Bimestrale,LETTORE-01,Residenziale,Valido,Yes,901.23,Routine
384,IT-WM-380,LETT-384,234.56,13/02/2024,223.78,13/01/2024,Mensile,LETTORE-03,Residenziale,Valido,Yes,234.56,Routine
385,IT-WM-381,LETT-385,456.78,14/02/2024,445.67,14/01/2024,Mensile,LETTORE-05,Commerciale,Valido,Yes,456.78,Routine
386,IT-WM-382,LETT-386,678.90,15/02/2024,667.89,15/01/2024,Mensile,LETTORE-02,Industriale,Valido,Yes,678.90,Routine
387,IT-WM-383,LETT-387,890.12,16/02/2024,889.01,16/01/2024,Mensile,LETTORE-04,Residenziale,Valido,Yes,890.12,Routine
388,IT-WM-384,LETT-388,123.45,17/02/2024,111.23,17/01/2024,Bimestrale,LETTORE-01,Residenziale,Valido,Yes,123.45,Routine
389,IT-WM-385,LETT-389,345.67,18/02/2024,333.45,18/01/2024,Mensile,LETTORE-03,Commerciale,Valido,Yes,345.67,Routine
390,IT-WM-386,LETT-390,567.89,19/02/2024,555.67,19/01/2024,Mensile,LETTORE-05,Industriale,Valido,Yes,567.89,Routine
391,IT-WM-387,LETT-391,789.01,20/02/2024,777.89,20/01/2024,Mensile,LETTORE-02,Residenziale,Valido,Yes,789.01,Routine
392,IT-WM-388,LETT-392,901.23,21/02/2024,899.01,21/01/2024,Mensile,LETTORE-04,Residenziale,Valido,Yes,901.23,Routine
393,IT-WM-389,LETT-393,123.45,22/02/2024,111.23,22/01/2024,Bimestrale,LETTORE-01,Commerciale,Valido,Yes,123.45,Routine
394,IT-WM-390,LETT-394,234.56,23/02/2024,222.34,23/01/2024,Mensile,LETTORE-03,Industriale,Valido,Yes,234.56,Routine
395,IT-WM-391,LETT-395,456.78,24/02/2024,444.56,24/01/2024,Mensile,LETTORE-05,Residenziale,Valido,Yes,456.78,Routine
396,IT-WM-392,LETT-396,678.90,25/02/2024,666.78,25/01/2024,Mensile,LETTORE-02,Residenziale,Valido,Yes,678.90,Routine
397,IT-WM-393,LETT-397,890.12,26/02/2024,888.90,26/01/2024,Mensile,LETTORE-04,Commerciale,Valido,Yes,890.12,Routine
398,IT-WM-394,LETT-398,123.45,27/02/2024,111.23,27/01/2024,Bimestrale,LETTORE-01,Industriale,Valido,Yes,123.45,Routine
